name,group,value,lastValue,year,rank
河北,north,45464,43640,1991,24
河北,north,47034,45464,1992,24
河北,north,49195,47034,1993,26
河北,north,50496,49195,1994,26
河北,north,51630,50496,1995,25
河北,north,54146,51630,1996,25
河北,north,56009,54146,1997,25
河北,north,57263,56009,1998,24
河北,north,58162,57263,1999,23
河北,north,59152,58162,2000,23
河北,north,62615,59152,2001,19
河北,north,63079,62615,2002,20
河北,north,65391,63079,2003,19
河北,north,70200,65391,2004,19
河北,north,75894,70200,2005,20
河北,north,143778,75894,2006,22
河北,north,147265,143778,2007,22
河北,north,149503,147265,2008,22
河北,north,152135,149503,2009,23
河北,north,154344,152135,2010,22
河北,north,156965,154344,2011,21
河北,north,163045,156965,2012,19
河北,north,174492,163045,2013,23
河北,north,179200,174492,2014,23
河北,north,184553,179200,2015,21
河北,north,188431,184553,2016,20
河北,north,191693,188431,2017,20
河北,north,0,191693,2018,2
河南,CentralAndSouthern,36155,36155,1979,23
河南,CentralAndSouthern,36423,36155,1980,22
河南,CentralAndSouthern,36478,36423,1981,22
河南,CentralAndSouthern,36912,36478,1982,23
河南,CentralAndSouthern,37196,36912,1983,23
河南,CentralAndSouthern,37704,37196,1984,23
河南,CentralAndSouthern,38840,37704,1985,23
河南,CentralAndSouthern,39286,38840,1986,22
河南,CentralAndSouthern,39713,39286,1987,22
河南,CentralAndSouthern,40622,39713,1988,22
河南,CentralAndSouthern,41170,40622,1989,22
河南,CentralAndSouthern,43150,41170,1990,22
河南,CentralAndSouthern,44199,43150,1991,23
河南,CentralAndSouthern,45049,44199,1992,23
河南,CentralAndSouthern,46487,45049,1993,23
河南,CentralAndSouthern,47704,46487,1994,22
河南,CentralAndSouthern,49707,47704,1995,24
河南,CentralAndSouthern,50907,49707,1996,24
河南,CentralAndSouthern,55015,50907,1997,24
河南,CentralAndSouthern,57172,55015,1998,23
河南,CentralAndSouthern,60330,57172,1999,24
河南,CentralAndSouthern,64453,60330,2000,25
河南,CentralAndSouthern,69041,64453,2001,23
河南,CentralAndSouthern,71741,69041,2002,22
河南,CentralAndSouthern,73831,71741,2003,22
河南,CentralAndSouthern,75719,73831,2004,21
河南,CentralAndSouthern,79506,75719,2005,22
河南,CentralAndSouthern,236351,79506,2006,30
河南,CentralAndSouthern,238676,236351,2007,30
河南,CentralAndSouthern,240645,238676,2008,30
河南,CentralAndSouthern,242314,240645,2009,29
河南,CentralAndSouthern,245089,242314,2010,29
河南,CentralAndSouthern,247587,245089,2011,29
河南,CentralAndSouthern,249649,247587,2012,29
河南,CentralAndSouthern,249831,249649,2013,28
河南,CentralAndSouthern,249857,249831,2014,28
河南,CentralAndSouthern,250584,249857,2015,27
河南,CentralAndSouthern,267441,250584,2016,29
河南,CentralAndSouthern,267805,267441,2017,27
河南,CentralAndSouthern,0,267805,2018,15
浙江,east,18691,18691,1979,7
浙江,east,18691,18691,1980,7
浙江,east,18691,18691,1981,7
浙江,east,20868,18691,1982,8
浙江,east,21399,20868,1983,8
浙江,east,22485,21399,1984,10
浙江,east,23438,22485,1985,10
浙江,east,24669,23438,1986,11
浙江,east,25834,24669,1987,11
浙江,east,27014,25834,1988,11
浙江,east,27958,27014,1989,11
浙江,east,28561,27958,1990,11
浙江,east,29218,28561,1991,11
浙江,east,30281,29218,1992,11
浙江,east,32249,30281,1993,14
浙江,east,33170,32249,1994,14
浙江,east,34121,33170,1995,13
浙江,east,34924,34121,1996,12
浙江,east,36127,34924,1997,14
浙江,east,38533,36127,1998,14
浙江,east,40266,38533,1999,14
浙江,east,41605,40266,2000,14
浙江,east,44005,41605,2001,11
浙江,east,45646,44005,2002,11
浙江,east,46193,45646,2003,11
浙江,east,46935,46193,2004,11
浙江,east,48600,46935,2005,10
浙江,east,95310,48600,2006,10
浙江,east,99812,95310,2007,11
浙江,east,103652,99812,2008,11
浙江,east,106952,103652,2009,11
浙江,east,110177,106952,2010,11
浙江,east,111776,110177,2011,11
浙江,east,113550,111776,2012,11
浙江,east,115426,113550,2013,11
浙江,east,116367,115426,2014,11
浙江,east,118015,116367,2015,10
浙江,east,119053,118015,2016,9
浙江,east,120101,119053,2017,9
浙江,east,0,120101,2018,10
海南,CentralAndSouthern,14064,14064,1979,5
海南,CentralAndSouthern,14110,14064,1980,5
海南,CentralAndSouthern,14076,14110,1981,5
海南,CentralAndSouthern,12777,14076,1982,5
海南,CentralAndSouthern,12777,12777,1983,5
海南,CentralAndSouthern,12778,12777,1984,5
海南,CentralAndSouthern,12784,12778,1985,5
海南,CentralAndSouthern,12805,12784,1986,5
海南,CentralAndSouthern,12794,12805,1987,5
海南,CentralAndSouthern,12816,12794,1988,5
海南,CentralAndSouthern,12903,12816,1989,5
海南,CentralAndSouthern,12893,12903,1990,5
海南,CentralAndSouthern,12922,12893,1991,5
海南,CentralAndSouthern,12937,12922,1992,5
海南,CentralAndSouthern,12937,12937,1993,5
海南,CentralAndSouthern,13015,12937,1994,5
海南,CentralAndSouthern,14808,13015,1995,5
海南,CentralAndSouthern,14897,14808,1996,4
海南,CentralAndSouthern,15246,14897,1997,4
海南,CentralAndSouthern,16920,15246,1998,4
海南,CentralAndSouthern,17124,16920,1999,4
海南,CentralAndSouthern,17401,17124,2000,4
海南,CentralAndSouthern,20667,17401,2001,4
海南,CentralAndSouthern,20876,20667,2002,4
海南,CentralAndSouthern,20877,20876,2003,4
海南,CentralAndSouthern,20873,20877,2004,4
海南,CentralAndSouthern,21162,20873,2005,4
海南,CentralAndSouthern,17577,21162,2006,2
海南,CentralAndSouthern,17789,17577,2007,2
海南,CentralAndSouthern,18563,17789,2008,2
海南,CentralAndSouthern,20041,18563,2009,2
海南,CentralAndSouthern,21236,20041,2010,3
海南,CentralAndSouthern,22916,21236,2011,3
海南,CentralAndSouthern,24265,22916,2012,3
海南,CentralAndSouthern,24852,24265,2013,3
海南,CentralAndSouthern,26002,24852,2014,3
海南,CentralAndSouthern,26860,26002,2015,3
海南,CentralAndSouthern,28217,26860,2016,3
海南,CentralAndSouthern,30684,28217,2017,3
海南,CentralAndSouthern,0,30684,2018,20
湖北,CentralAndSouthern,44585,44585,1979,27
湖北,CentralAndSouthern,44585,44585,1980,25
湖北,CentralAndSouthern,44899,44585,1981,26
湖北,CentralAndSouthern,44946,44899,1982,25
湖北,CentralAndSouthern,44985,44946,1983,25
湖北,CentralAndSouthern,45026,44985,1984,25
湖北,CentralAndSouthern,45186,45026,1985,25
湖北,CentralAndSouthern,46083,45186,1986,26
湖北,CentralAndSouthern,46991,46083,1987,26
湖北,CentralAndSouthern,47204,46991,1988,26
湖北,CentralAndSouthern,47335,47204,1989,26
湖北,CentralAndSouthern,47511,47335,1990,26
湖北,CentralAndSouthern,47661,47511,1991,26
湖北,CentralAndSouthern,47892,47661,1992,26
湖北,CentralAndSouthern,48008,47892,1993,24
湖北,CentralAndSouthern,48349,48008,1994,23
湖北,CentralAndSouthern,48728,48349,1995,22
湖北,CentralAndSouthern,49757,48728,1996,23
湖北,CentralAndSouthern,50779,49757,1997,23
湖北,CentralAndSouthern,52989,50779,1998,22
湖北,CentralAndSouthern,55389,52989,1999,22
湖北,CentralAndSouthern,57850,55389,2000,22
湖北,CentralAndSouthern,85757,57850,2001,27
湖北,CentralAndSouthern,86098,85757,2002,27
湖北,CentralAndSouthern,87813,86098,2003,27
湖北,CentralAndSouthern,89673,87813,2004,27
湖北,CentralAndSouthern,91131,89673,2005,27
湖北,CentralAndSouthern,181791,91131,2006,27
湖北,CentralAndSouthern,183780,181791,2007,26
湖北,CentralAndSouthern,188366,183780,2008,26
湖北,CentralAndSouthern,197196,188366,2009,26
湖北,CentralAndSouthern,206211,197196,2010,25
湖北,CentralAndSouthern,212747,206211,2011,25
湖北,CentralAndSouthern,218151,212747,2012,25
湖北,CentralAndSouthern,226912,218151,2013,26
湖北,CentralAndSouthern,236933,226912,2014,27
湖北,CentralAndSouthern,252980,236933,2015,28
湖北,CentralAndSouthern,260179,252980,2016,27
湖北,CentralAndSouthern,269484,260179,2017,28
湖北,CentralAndSouthern,0,269484,2018,16
湖南,CentralAndSouthern,54678,54678,1979,28
湖南,CentralAndSouthern,54896,54678,1980,28
湖南,CentralAndSouthern,55155,54896,1981,28
湖南,CentralAndSouthern,55289,55155,1982,28
湖南,CentralAndSouthern,55483,55289,1983,28
湖南,CentralAndSouthern,55756,55483,1984,28
湖南,CentralAndSouthern,56002,55756,1985,28
湖南,CentralAndSouthern,56636,56002,1986,28
湖南,CentralAndSouthern,56930,56636,1987,28
湖南,CentralAndSouthern,57090,56930,1988,29
湖南,CentralAndSouthern,57209,57090,1989,29
湖南,CentralAndSouthern,57460,57209,1990,29
湖南,CentralAndSouthern,57693,57460,1991,28
湖南,CentralAndSouthern,58110,57693,1992,28
湖南,CentralAndSouthern,58421,58110,1993,27
湖南,CentralAndSouthern,58803,58421,1994,27
湖南,CentralAndSouthern,59125,58803,1995,27
湖南,CentralAndSouthern,59554,59125,1996,27
湖南,CentralAndSouthern,59761,59554,1997,27
湖南,CentralAndSouthern,60071,59761,1998,26
湖南,CentralAndSouthern,60416,60071,1999,25
湖南,CentralAndSouthern,60848,60416,2000,24
湖南,CentralAndSouthern,66593,60848,2001,22
湖南,CentralAndSouthern,84808,66593,2002,26
湖南,CentralAndSouthern,85233,84808,2003,26
湖南,CentralAndSouthern,87875,85233,2004,26
湖南,CentralAndSouthern,88200,87875,2005,25
湖南,CentralAndSouthern,171848,88200,2006,25
湖南,CentralAndSouthern,175415,171848,2007,24
湖南,CentralAndSouthern,184568,175415,2008,25
湖南,CentralAndSouthern,191405,184568,2009,25
湖南,CentralAndSouthern,227998,191405,2010,27
湖南,CentralAndSouthern,232190,227998,2011,27
湖南,CentralAndSouthern,234040,232190,2012,27
湖南,CentralAndSouthern,235392,234040,2013,27
湖南,CentralAndSouthern,236250,235392,2014,26
湖南,CentralAndSouthern,236886,236250,2015,26
湖南,CentralAndSouthern,238273,236886,2016,26
湖南,CentralAndSouthern,239724,238273,2017,25
湖南,CentralAndSouthern,0,239724,2018,17
甘肃,northwestern,31188,31188,1979,18
甘肃,northwestern,31410,31188,1980,17
甘肃,northwestern,32003,31410,1981,18
甘肃,northwestern,32065,32003,1982,17
甘肃,northwestern,32365,32065,1983,17
甘肃,northwestern,32531,32365,1984,17
甘肃,northwestern,32870,32531,1985,16
甘肃,northwestern,33574,32870,1986,17
甘肃,northwestern,34187,33574,1987,17
甘肃,northwestern,34354,34187,1988,16
甘肃,northwestern,34613,34354,1989,16
甘肃,northwestern,34708,34613,1990,16
甘肃,northwestern,34776,34708,1991,16
甘肃,northwestern,34822,34776,1992,16
甘肃,northwestern,34875,34822,1993,16
甘肃,northwestern,34984,34875,1994,16
甘肃,northwestern,35194,34984,1995,16
甘肃,northwestern,35338,35194,1996,14
甘肃,northwestern,35594,35338,1997,13
甘肃,northwestern,35865,35594,1998,12
甘肃,northwestern,36212,35865,1999,12
甘肃,northwestern,39344,36212,2000,13
甘肃,northwestern,39844,39344,2001,10
甘肃,northwestern,40223,39844,2002,8
甘肃,northwestern,40293,40223,2003,7
甘肃,northwestern,40751,40293,2004,7
甘肃,northwestern,41330,40751,2005,7
甘肃,northwestern,95642,41330,2006,11
甘肃,northwestern,100612,95642,2007,12
甘肃,northwestern,105638,100612,2008,12
甘肃,northwestern,114000,105638,2009,13
甘肃,northwestern,118879,114000,2010,13
甘肃,northwestern,123696,118879,2011,13
甘肃,northwestern,131201,123696,2012,13
甘肃,northwestern,133597,131201,2013,13
甘肃,northwestern,138084,133597,2014,13
甘肃,northwestern,140052,138084,2015,12
甘肃,northwestern,143039,140052,2016,14
甘肃,northwestern,142252,143039,2017,12
甘肃,northwestern,0,142252,2018,27
福建,east,32112,32112,1979,19
福建,east,32577,32112,1980,19
福建,east,32983,32577,1981,19
福建,east,33827,32983,1982,19
福建,east,34445,33827,1983,19
福建,east,35020,34445,1984,19
福建,east,35987,35020,1985,19
福建,east,37175,35987,1986,20
福建,east,38148,37175,1987,21
福建,east,39124,38148,1988,21
福建,east,40030,39124,1989,21
福建,east,41011,40030,1990,21
福建,east,41745,41011,1991,20
福建,east,41882,41745,1992,20
福建,east,43557,41882,1993,20
福建,east,44608,43557,1994,21
福建,east,46574,44608,1995,21
福建,east,47196,46574,1996,21
福建,east,47680,47196,1997,20
福建,east,48021,47680,1998,18
福建,east,50202,48021,1999,19
福建,east,51073,50202,2000,19
福建,east,53547,51073,2001,14
福建,east,54155,53547,2002,14
福建,east,54876,54155,2003,14
福建,east,56208,54876,2004,14
福建,east,58286,56208,2005,14
福建,east,86560,58286,2006,8
福建,east,86926,86560,2007,8
福建,east,88607,86926,2008,8
福建,east,89504,88607,2009,8
福建,east,91015,89504,2010,8
福建,east,92322,91015,2011,8
福建,east,94661,92322,2012,8
福建,east,99535,94661,2013,8
福建,east,101190,99535,2014,8
福建,east,104585,101190,2015,8
福建,east,106757,104585,2016,8
福建,east,108012,106757,2017,8
福建,east,0,108012,2018,12
西藏,southwest,21551,21551,1979,10
西藏,southwest,21551,21551,1980,10
西藏,southwest,21551,21551,1981,10
西藏,southwest,21551,21551,1982,9
西藏,southwest,21551,21551,1983,9
西藏,southwest,21611,21551,1984,7
西藏,southwest,21660,21611,1985,7
西藏,southwest,21662,21660,1986,7
西藏,southwest,21695,21662,1987,7
西藏,southwest,21695,21695,1988,7
西藏,southwest,21724,21695,1989,7
西藏,southwest,21842,21724,1990,7
西藏,southwest,21842,21842,1991,7
西藏,southwest,21842,21842,1992,7
西藏,southwest,21842,21842,1993,7
西藏,southwest,21842,21842,1994,7
西藏,southwest,22391,21842,1995,7
西藏,southwest,22391,22391,1996,6
西藏,southwest,22455,22391,1997,6
西藏,southwest,22455,22455,1998,6
西藏,southwest,22475,22455,1999,6
西藏,southwest,22503,22475,2000,6
西藏,southwest,35537,22503,2001,8
西藏,southwest,39760,35537,2002,7
西藏,southwest,41302,39760,2003,8
西藏,southwest,42203,41302,2004,8
西藏,southwest,43716,42203,2005,8
西藏,southwest,44813,43716,2006,5
西藏,southwest,48611,44813,2007,5
西藏,southwest,51314,48611,2008,5
西藏,southwest,53845,51314,2009,5
西藏,southwest,60810,53845,2010,5
西藏,southwest,63108,60810,2011,5
西藏,southwest,65198,63108,2012,5
西藏,southwest,70591,65198,2013,6
西藏,southwest,75470,70591,2014,6
西藏,southwest,78348,75470,2015,6
西藏,southwest,82096,78348,2016,6
西藏,southwest,89343,82096,2017,6
西藏,southwest,0,89343,2018,25
贵州,southwest,27367,27367,1979,14
贵州,southwest,27367,27367,1980,14
贵州,southwest,27422,27367,1981,14
贵州,southwest,27499,27422,1982,13
贵州,southwest,27675,27499,1983,13
贵州,southwest,27872,27675,1984,13
贵州,southwest,27999,27872,1985,13
贵州,southwest,28383,27999,1986,13
贵州,southwest,29823,28383,1987,14
贵州,southwest,30445,29823,1988,14
贵州,southwest,30716,30445,1989,14
贵州,southwest,31157,30716,1990,14
贵州,southwest,31588,31157,1991,14
贵州,southwest,31889,31588,1992,14
贵州,southwest,32092,31889,1993,12
贵州,southwest,32398,32092,1994,12
贵州,southwest,32487,32398,1995,11
贵州,southwest,32700,32487,1996,11
贵州,southwest,33211,32700,1997,11
贵州,southwest,33604,33211,1998,10
贵州,southwest,33973,33604,1999,10
贵州,southwest,34643,33973,2000,10
贵州,southwest,34617,34643,2001,7
贵州,southwest,44220,34617,2002,10
贵州,southwest,45304,44220,2003,10
贵州,southwest,46128,45304,2004,9
贵州,southwest,46893,46128,2005,9
贵州,southwest,113278,46893,2006,15
贵州,southwest,123247,113278,2007,16
贵州,southwest,125365,123247,2008,15
贵州,southwest,142561,125365,2009,16
贵州,southwest,151644,142561,2010,19
贵州,southwest,157820,151644,2011,22
贵州,southwest,164542,157820,2012,21
贵州,southwest,172564,164542,2013,21
贵州,southwest,179079,172564,2014,22
贵州,southwest,186407,179079,2015,22
贵州,southwest,191626,186407,2016,21
贵州,southwest,194379,191626,2017,21
贵州,southwest,0,194379,2018,23
辽宁,northeastern,29731,29731,1979,16
辽宁,northeastern,29726,29731,1980,16
辽宁,northeastern,29726,29726,1981,15
辽宁,northeastern,29725,29726,1982,15
辽宁,northeastern,29878,29725,1983,15
辽宁,northeastern,31068,29878,1984,15
辽宁,northeastern,33006,31068,1985,18
辽宁,northeastern,35362,33006,1986,18
辽宁,northeastern,37134,35362,1987,18
辽宁,northeastern,38049,37134,1988,19
辽宁,northeastern,38648,38049,1989,19
辽宁,northeastern,40109,38648,1990,19
辽宁,northeastern,40195,40109,1991,19
辽宁,northeastern,41548,40195,1992,19
辽宁,northeastern,41638,41548,1993,19
辽宁,northeastern,42763,41638,1994,19
辽宁,northeastern,43434,42763,1995,19
辽宁,northeastern,43753,43434,1996,19
辽宁,northeastern,44041,43753,1997,17
辽宁,northeastern,44483,44041,1998,17
辽宁,northeastern,45020,44483,1999,17
辽宁,northeastern,45547,45020,2000,17
辽宁,northeastern,46603,45547,2001,13
辽宁,northeastern,48051,46603,2002,13
辽宁,northeastern,50095,48051,2003,13
辽宁,northeastern,52415,50095,2004,12
辽宁,northeastern,53521,52415,2005,12
辽宁,northeastern,97786,53521,2006,12
辽宁,northeastern,98101,97786,2007,10
辽宁,northeastern,101144,98101,2008,10
辽宁,northeastern,101117,101144,2009,10
辽宁,northeastern,101545,101117,2010,9
辽宁,northeastern,104026,101545,2011,9
辽宁,northeastern,105562,104026,2012,9
辽宁,northeastern,110973,105562,2013,9
辽宁,northeastern,115430,110973,2014,10
辽宁,northeastern,120365,115430,2015,11
辽宁,northeastern,120613,120365,2016,11
辽宁,northeastern,122705,120613,2017,10
辽宁,northeastern,0,122705,2018,5
重庆,southwest,0,0,1979,0
重庆,southwest,0,0,1980,0
重庆,southwest,0,0,1981,0
重庆,southwest,0,0,1982,0
重庆,southwest,0,0,1983,0
重庆,southwest,0,0,1984,0
重庆,southwest,0,0,1985,0
重庆,southwest,0,0,1986,0
重庆,southwest,0,0,1987,0
重庆,southwest,0,0,1988,0
重庆,southwest,0,0,1989,0
重庆,southwest,0,0,1990,0
重庆,southwest,0,0,1991,0
重庆,southwest,0,0,1992,0
重庆,southwest,0,0,1993,0
重庆,southwest,0,0,1994,0
重庆,southwest,0,0,1995,0
重庆,southwest,23745,0,1996,7
重庆,southwest,27045,23745,1997,7
重庆,southwest,27210,27045,1998,7
重庆,southwest,28086,27210,1999,8
重庆,southwest,29252,28086,2000,8
重庆,southwest,30654,29252,2001,6
重庆,southwest,31060,30654,2002,6
重庆,southwest,31407,31060,2003,6
重庆,southwest,32344,31407,2004,6
重庆,southwest,38215,32344,2005,6
重庆,southwest,100299,38215,2006,13
重庆,southwest,104705,100299,2007,13
重庆,southwest,108632,104705,2008,13
重庆,southwest,110950,108632,2009,12
重庆,southwest,116949,110950,2010,12
重庆,southwest,118562,116949,2011,12
重庆,southwest,120728,118562,2012,12
重庆,southwest,122846,120728,2013,12
重庆,southwest,127392,122846,2014,12
重庆,southwest,140551,127392,2015,13
重庆,southwest,142921,140551,2016,13
重庆,southwest,147881,142921,2017,14
重庆,southwest,0,147881,2018,21
陕西,northwestern,33697,33697,1979,20
陕西,northwestern,36482,33697,1980,23
陕西,northwestern,36551,36482,1981,23
陕西,northwestern,36799,36551,1982,22
陕西,northwestern,36832,36799,1983,22
陕西,northwestern,36895,36832,1984,21
陕西,northwestern,37088,36895,1985,21
陕西,northwestern,37668,37088,1986,21
陕西,northwestern,37698,37668,1987,20
陕西,northwestern,37896,37698,1988,18
陕西,northwestern,37939,37896,1989,18
陕西,northwestern,37986,37939,1990,18
陕西,northwestern,38193,37986,1991,18
陕西,northwestern,38318,38193,1992,18
陕西,northwestern,38536,38318,1993,18
陕西,northwestern,39058,38536,1994,17
陕西,northwestern,39620,39058,1995,17
陕西,northwestern,40200,39620,1996,17
陕西,northwestern,41202,40200,1997,16
陕西,northwestern,42202,41202,1998,16
陕西,northwestern,43212,42202,1999,16
陕西,northwestern,44006,43212,2000,15
陕西,northwestern,45273,44006,2001,12
陕西,northwestern,46564,45273,2002,12
陕西,northwestern,50019,46564,2003,12
陕西,northwestern,52720,50019,2004,13
陕西,northwestern,54492,52720,2005,13
陕西,northwestern,113303,54492,2006,16
陕西,northwestern,121297,113303,2007,15
陕西,northwestern,131038,121297,2008,16
陕西,northwestern,144109,131038,2009,18
陕西,northwestern,147461,144109,2010,16
陕西,northwestern,151986,147461,2011,17
陕西,northwestern,161411,151986,2012,18
陕西,northwestern,165249,161411,2013,18
陕西,northwestern,167145,165249,2014,18
陕西,northwestern,170069,167145,2015,18
陕西,northwestern,172471,170069,2016,18
陕西,northwestern,174395,172471,2017,18
陕西,northwestern,0,174395,2018,26
青海,northwestern,15495,15495,1979,6
青海,northwestern,15497,15495,1980,6
青海,northwestern,15497,15497,1981,6
青海,northwestern,15664,15497,1982,6
青海,northwestern,15692,15664,1983,6
青海,northwestern,15772,15692,1984,6
青海,northwestern,15933,15772,1985,6
青海,northwestern,16189,15933,1986,6
青海,northwestern,16578,16189,1987,6
青海,northwestern,16675,16578,1988,6
青海,northwestern,16686,16675,1989,6
青海,northwestern,16732,16686,1990,6
青海,northwestern,16769,16732,1991,6
青海,northwestern,16854,16769,1992,6
青海,northwestern,16963,16854,1993,6
青海,northwestern,17061,16963,1994,6
青海,northwestern,17223,17061,1995,6
青海,northwestern,17383,17223,1996,5
青海,northwestern,17640,17383,1997,5
青海,northwestern,17936,17640,1998,5
青海,northwestern,18268,17936,1999,5
青海,northwestern,18679,18268,2000,5
青海,northwestern,23328,18679,2001,5
青海,northwestern,24003,23328,2002,5
青海,northwestern,24377,24003,2003,5
青海,northwestern,28059,24377,2004,5
青海,northwestern,29720,28059,2005,5
青海,northwestern,47726,29720,2006,6
青海,northwestern,52626,47726,2007,6
青海,northwestern,56642,52626,2008,6
青海,northwestern,60136,56642,2009,6
青海,northwestern,62185,60136,2010,6
青海,northwestern,64280,62185,2011,6
青海,northwestern,65988,64280,2012,6
青海,northwestern,70117,65988,2013,5
青海,northwestern,72703,70117,2014,5
青海,northwestern,75593,72703,2015,5
青海,northwestern,78585,75593,2016,5
青海,northwestern,80895,78585,2017,5
青海,northwestern,0,80895,2018,28
黑龙江,northeastern,42191,42191,1979,25
黑龙江,northeastern,44590,42191,1980,26
黑龙江,northeastern,44749,44590,1981,25
黑龙江,northeastern,44965,44749,1982,26
黑龙江,northeastern,45295,44965,1983,26
黑龙江,northeastern,45396,45295,1984,26
黑龙江,northeastern,45487,45396,1985,26
黑龙江,northeastern,45659,45487,1986,25
黑龙江,northeastern,46090,45659,1987,25
黑龙江,northeastern,46617,46090,1988,25
黑龙江,northeastern,47045,46617,1989,25
黑龙江,northeastern,47204,47045,1990,25
黑龙江,northeastern,47188,47204,1991,25
黑龙江,northeastern,47880,47188,1992,25
黑龙江,northeastern,48023,47880,1993,25
黑龙江,northeastern,48356,48023,1994,24
黑龙江,northeastern,48819,48356,1995,23
黑龙江,northeastern,48987,48819,1996,22
黑龙江,northeastern,49631,48987,1997,21
黑龙江,northeastern,49766,49631,1998,20
黑龙江,northeastern,49928,49766,1999,18
黑龙江,northeastern,50284,49928,2000,18
黑龙江,northeastern,62979,50284,2001,20
黑龙江,northeastern,63046,62979,2002,19
黑龙江,northeastern,65123,63046,2003,18
黑龙江,northeastern,66821,65123,2004,18
黑龙江,northeastern,67077,66821,2005,17
黑龙江,northeastern,139335,67077,2006,20
黑龙江,northeastern,140909,139335,2007,20
黑龙江,northeastern,150845,140909,2008,23
黑龙江,northeastern,151470,150845,2009,22
黑龙江,northeastern,151945,151470,2010,20
黑龙江,northeastern,155592,151945,2011,20
黑龙江,northeastern,159063,155592,2012,17
黑龙江,northeastern,160206,159063,2013,17
黑龙江,northeastern,162464,160206,2014,17
黑龙江,northeastern,163233,162464,2015,17
黑龙江,northeastern,164502,163233,2016,17
黑龙江,northeastern,165989,164502,2017,17
黑龙江,northeastern,0,165989,2018,7
